id,[x],[y],[y_pred],[y_pred_init]
0,0.750063144906,0.194746288897,0,0,0.119518014797
2,0.750437676750,0.496131136073,0,0,0.046077540388
3,0.750487884933,2.620304325545,0,0,0.008867178660
5,0.750579749712,3.607952985887,0,0,0.001878897310
8,0.751695045478,8.822881278401,0,0,0.018988622402
9,0.751939426762,1.510442767469,0,0,-0.065271788205
10,0.751979390243,17.434902361867,0,0,0.002201309864
11,0.752440760059,0.354915756388,0,0,-0.039720859878
12,0.752660849075,0.215520705164,0,0,0.004575188977
13,0.753125514273,3.730855994041,0,0,-0.083596514487
14,0.753131149485,3.088170738009,0,0,-0.060154455266
15,0.753198380674,0.960293079908,0,0,-0.003934880109
16,0.753567975692,2.036506583777,0,0,0.038857387733
17,0.754000612584,0.346310896760,0,0,-0.001345489468
18,0.754072853049,7.405301829840,0,0,-0.012264556873
19,0.754237141585,1.258334894127,0,0,-0.053107669507
20,0.754427330526,13.362251418368,0,0,-0.001141320369
21,0.754462305396,0.328339004137,0,0,0.030951674576
22,0.754540305522,0.751676509971,0,0,0.124466146222
23,0.754796602984,4.594955248883,0,0,-0.007170558044
24,0.755146392559,0.651610825934,0,0,-0.036536022840
25,0.755279564748,0.365755025672,0,0,0.066265139679
26,0.755471980182,4.580325302310,0,0,-0.050756420577
27,0.755532099684,6.016457240672,0,0,0.054149016683
28,0.755720608410,0.242599868814,0,0,0.096417585348
29,0.756143124126,2.005286844567,0,0,-0.026513695663
30,0.756228643037,1.489222733434,0,0,-0.031735057461
31,0.756484265178,15.733495956855,0,0,-0.006544972381
32,0.756866278805,0.371563071631,0,0,0.018415315662
33,0.756942392377,4.733174112120,0,0,0.008163934081
34,0.757307219063,6.898865146573,0,0,-0.030649380456
35,0.757414640721,2.816547771188,0,0,0.089644818222
36,0.757478563249,13.706637930609,0,0,0.029536543371
37,0.757613491313,0.332437750465,0,0,0.108983094268
39,0.758333309034,1.352641983634,0,0,-0.026314601648
41,0.759056178870,0.846908952650,0,0,-0.047578848491
42,0.759587025681,0.321206064466,0,0,0.004020020355
43,0.759595892378,1.290554039181,0,0,-0.082289435684
44,0.759682600788,14.403314343440,0,0,-0.084046162611
45,0.759878148768,4.191697387070,0,0,0.056761058319
46,0.759941854029,0.402525539778,0,0,-0.001947400353
47,0.760159549958,9.369113879800,0,0,-0.049582623624
48,0.760204073172,1.693471769584,0,0,0.030665641258
50,0.760773225798,4.955941110073,0,0,0.001667256105
