id,[x],[y],[y_pred],[y_pred_init]
0,0.750063144906,0.194746288897,0,0,0.002568697280
2,0.750437676750,0.496131136073,0,0,0.032730886249
3,0.750487884933,2.620304325545,0,0,0.015963904981
5,0.750579749712,3.607952985887,0,0,-0.042224753844
8,0.751695045478,8.822881278401,0,0,0.064385764519
9,0.751939426762,1.510442767469,0,0,0.026706744577
10,0.751979390243,17.434902361867,0,0,0.060037232746
11,0.752440760059,0.354915756388,0,0,0.129685996808
12,0.752660849075,0.215520705164,0,0,0.009646329786
13,0.753125514273,3.730855994041,0,0,0.030637586489
14,0.753131149485,3.088170738009,0,0,-0.044104586515
15,0.753198380674,0.960293079908,0,0,0.081077060955
16,0.753567975692,2.036506583777,0,0,-0.030597219420
17,0.754000612584,0.346310896760,0,0,0.037979814374
18,0.754072853049,7.405301829840,0,0,0.007676762013
19,0.754237141585,1.258334894127,0,0,-0.013870078604
20,0.754427330526,13.362251418368,0,0,0.044610543663
21,0.754462305396,0.328339004137,0,0,0.008262020641
22,0.754540305522,0.751676509971,0,0,-0.010062557787
23,0.754796602984,4.594955248883,0,0,-0.017041155088
24,0.755146392559,0.651610825934,0,0,0.010573520033
25,0.755279564748,0.365755025672,0,0,0.061337536168
26,0.755471980182,4.580325302310,0,0,0.006149134290
27,0.755532099684,6.016457240672,0,0,0.118942836187
28,0.755720608410,0.242599868814,0,0,0.080268490603
29,0.756143124126,2.005286844567,0,0,0.036862761699
30,0.756228643037,1.489222733434,0,0,0.090018671053
31,0.756484265178,15.733495956855,0,0,0.032924903157
32,0.756866278805,0.371563071631,0,0,0.064010220673
33,0.756942392377,4.733174112120,0,0,0.003365913470
34,0.757307219063,6.898865146573,0,0,-0.011481178266
35,0.757414640721,2.816547771188,0,0,-0.114893549458
36,0.757478563249,13.706637930609,0,0,0.034019158126
37,0.757613491313,0.332437750465,0,0,-0.009990191714
39,0.758333309034,1.352641983634,0,0,0.057497084387
41,0.759056178870,0.846908952650,0,0,-0.037038306212
42,0.759587025681,0.321206064466,0,0,-0.013720045164
43,0.759595892378,1.290554039181,0,0,-0.025654925018
44,0.759682600788,14.403314343440,0,0,-0.021867259994
45,0.759878148768,4.191697387070,0,0,-0.059259962096
46,0.759941854029,0.402525539778,0,0,0.017417612770
47,0.760159549958,9.369113879800,0,0,-0.012676071623
48,0.760204073172,1.693471769584,0,0,0.015916748168
50,0.760773225798,4.955941110073,0,0,-0.020153525470
51,0.760799561208,0.395740161169,0,0,0.041369277003
52,0.761048503827,10.387739175564,0,0,0.019647609059
53,0.761275811371,12.601270311458,0,0,0.056108204243
54,0.761647405589,0.306334888868,0,0,-0.001451070155
55,0.761661681028,0.911586257918,0,0,0.023560168670
56,0.762259620327,4.771963032073,0,0,-0.006742177915
57,0.762712787051,0.205514058182,0,0,0.041450892060
58,0.762803518867,1.358090914896,0,0,-0.085659988117
59,0.763027760478,16.812936328046,0,0,-0.026671095084
60,0.763266684282,0.485107848516,0,0,-0.026548818073
63,0.763609439992,0.733997803124,0,0,-0.012444668684
64,0.763717558723,8.667654631923,0,0,0.042970354279
