id,[x],[y],[y_pred],[y_pred_init]
0,0.750063144906,0.194746288897,0,0,-0.469611411814
2,0.750437676750,0.496131136073,0,0,-0.038797121357
3,0.750487884933,2.620304325545,0,0,0.049330953036
5,0.750579749712,3.607952985887,0,0,0.056223503241
6,0.750784880207,1.061225001749,0,0,0.014226566059
8,0.751695045478,8.822881278401,0,0,-0.008429538507
9,0.751939426762,1.510442767469,0,0,0.004677592149
10,0.751979390243,17.434902361867,0,0,0.026730828593
11,0.752440760059,0.354915756388,0,0,0.051314143359
12,0.752660849075,0.215520705164,0,0,-0.020840712965
13,0.753125514273,3.730855994041,0,0,0.019388286871
14,0.753131149485,3.088170738009,0,0,-0.029600258080
15,0.753198380674,0.960293079908,0,0,-0.020289494124
16,0.753567975692,2.036506583777,0,0,0.004968880824
17,0.754000612584,0.346310896760,0,0,0.047945147797
18,0.754072853049,7.405301829840,0,0,-0.034577820537
19,0.754237141585,1.258334894127,0,0,-0.013054137632
20,0.754427330526,13.362251418368,0,0,0.065447689552
21,0.754462305396,0.328339004137,0,0,-0.020831806455
22,0.754540305522,0.751676509971,0,0,-0.038402664203
23,0.754796602984,4.594955248883,0,0,0.021934529523
24,0.755146392559,0.651610825934,0,0,0.065962795748
25,0.755279564748,0.365755025672,0,0,0.085252345863
26,0.755471980182,4.580325302310,0,0,0.048148700285
27,0.755532099684,6.016457240672,0,0,-0.018876266644
28,0.755720608410,0.242599868814,0,0,0.034629490094
29,0.756143124126,2.005286844567,0,0,-0.067804719227
30,0.756228643037,1.489222733434,0,0,0.022113334402
31,0.756484265178,15.733495956855,0,0,0.016431725996
32,0.756866278805,0.371563071631,0,0,0.023810584743
33,0.756942392377,4.733174112120,0,0,-0.017710219355
34,0.757307219063,6.898865146573,0,0,0.040111189520
35,0.757414640721,2.816547771188,0,0,0.025802385037
36,0.757478563249,13.706637930609,0,0,0.102601699171
37,0.757613491313,0.332437750465,0,0,0.005563400665
39,0.758333309034,1.352641983634,0,0,0.025000748152
41,0.759056178870,0.846908952650,0,0,0.022446576520
42,0.759587025681,0.321206064466,0,0,-0.047931046217
43,0.759595892378,1.290554039181,0,0,-0.075870720394
44,0.759682600788,14.403314343440,0,0,-0.049249675317
45,0.759878148768,4.191697387070,0,0,-0.006338274156
46,0.759941854029,0.402525539778,0,0,-0.025947373610
47,0.760159549958,9.369113879800,0,0,-0.044954824846
48,0.760204073172,1.693471769584,0,0,0.003782303137
50,0.760773225798,4.955941110073,0,0,0.054050211079
51,0.760799561208,0.395740161169,0,0,-0.286954817342
52,0.761048503827,10.387739175564,0,0,0.133752299808
53,0.761275811371,12.601270311458,0,0,0.022412795366
54,0.761647405589,0.306334888868,0,0,-0.030570974261
55,0.761661681028,0.911586257918,0,0,0.050859297962
56,0.762259620327,4.771963032073,0,0,-0.036378643441
57,0.762712787051,0.205514058182,0,0,-0.057444301919
58,0.762803518867,1.358090914896,0,0,-0.038458761750
59,0.763027760478,16.812936328046,0,0,0.027541650873
60,0.763266684282,0.485107848516,0,0,-0.030570645598
63,0.763609439992,0.733997803124,0,0,-0.017158544303
64,0.763717558723,8.667654631923,0,0,-0.040955950192
65,0.764000763311,5.186115313682,0,0,0.042871062307
66,0.764358792094,2.936632182842,0,0,0.004173475039
67,0.764459216273,1.419533045941,0,0,0.042372988350
68,0.764672970333,0.511860955629,0,0,0.048169339038
69,0.764904087613,0.245660049926,0,0,-0.032796272728
72,0.765678990764,5.276470072794,0,0,-0.033396122646
73,0.766077959431,8.475669335326,0,0,0.021856594354
74,0.766460277908,2.146843789754,0,0,0.037512293231
76,0.766729106905,1.754519449752,0,0,-0.043821348150
77,0.766763807143,0.300007804826,0,0,0.051149191826
78,0.766889549985,13.326886976123,0,0,-0.011112560192
79,0.766920515328,0.583819732979,0,0,0.033962061119
80,0.767089460303,5.979494075653,0,0,-0.071690962597
81,0.767575391006,0.665567078879,0,0,0.061019305941
82,0.767583074274,1.727969217998,0,0,-0.078211636583
83,0.767658833581,0.546809416520,0,0,-0.003855710475
84,0.767909488908,0.223524223710,0,0,-0.023785950447
